id,name,officialNameStatus,programmeComponent,recordClass,measureType,scaleDisplay,normalizedFormula,denominatorPopulation,sourceDocument,sourceSection,sourceItemCode,sourcePage,reportingLevel,lowestReportingLevel,relatedIndicatorIds,crosswalkStatus,url
IND-RMNCHA2-053,Achieved 80% or more antenatal corticosteroid administration rate in case in preterm labour or at least increment of 30% from baseline,Verbatim source-table label,Labour room and maternity OT quality,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Eligible women in preterm labour,LaQshya — Labour Room Quality Improvement Initiative,Annexure C: Facility Level Targets for Incentives,LAQ-11,PDF pages 41–42,Facility; district; state; national,Facility,,No reviewed main-registry crosswalk yet,https://www.nhm.gov.in/New_Updates_2018/NHM_Components/RMNCH_MH_Guidelines/LaQshya-Guidelines.pdf
IND-RMNCHA2-054,"No case of pre-eclampsia, eclampsia & PIH related mortality or at least 25% reduction from baseline",Verbatim source-table label,Labour room and maternity OT quality,,Percentage/proportion,%,(numerator ÷ denominator) × 100,"Women with pre-eclampsia, eclampsia or pregnancy-induced hypertension managed in the facility",LaQshya — Labour Room Quality Improvement Initiative,Annexure C: Facility Level Targets for Incentives,LAQ-12,PDF pages 41–42,Facility; district; state; national,Facility,,No reviewed main-registry crosswalk yet,https://www.nhm.gov.in/New_Updates_2018/NHM_Components/RMNCH_MH_Guidelines/LaQshya-Guidelines.pdf
IND-RMNCHA2-055,No case of APH/PPH related mortality or at least 25% reduction from baseline,Verbatim source-table label,Labour room and maternity OT quality,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Women with antepartum or postpartum haemorrhage managed in the facility,LaQshya — Labour Room Quality Improvement Initiative,Annexure C: Facility Level Targets for Incentives,LAQ-13,PDF pages 41–42,Facility; district; state; national,Facility,,No reviewed main-registry crosswalk yet,https://www.nhm.gov.in/New_Updates_2018/NHM_Components/RMNCH_MH_Guidelines/LaQshya-Guidelines.pdf
IND-RMNCHA2-056,Facility Labour Room is reorganised as labour room standardization guidelines,Verbatim source-table label,Labour room and maternity OT quality,,Index,compliance status,Source-defined assessment or summary statistic,Facility compliance assessment,LaQshya — Labour Room Quality Improvement Initiative,Annexure C: Facility Level Targets for Incentives,LAQ-14,PDF pages 41–42,Facility; district; state; national,Facility,,No reviewed main-registry crosswalk yet,https://www.nhm.gov.in/New_Updates_2018/NHM_Components/RMNCH_MH_Guidelines/LaQshya-Guidelines.pdf
IND-RMNCHA2-057,Facility Labour room has staffing as per defined norms in annexure B,Verbatim source-table label,Labour room and maternity OT quality,,Index,compliance status,Source-defined assessment or summary statistic,Facility compliance assessment,LaQshya — Labour Room Quality Improvement Initiative,Annexure C: Facility Level Targets for Incentives,LAQ-15,PDF pages 41–42,Facility; district; state; national,Facility,,No reviewed main-registry crosswalk yet,https://www.nhm.gov.in/New_Updates_2018/NHM_Components/RMNCH_MH_Guidelines/LaQshya-Guidelines.pdf
IND-RMNCHA2-058,"100% of Women, administered Oxytocin, immediately after birth.",Verbatim source-table label,Labour room and maternity OT quality,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Women giving birth in the facility,LaQshya — Labour Room Quality Improvement Initiative,Annexure C: Facility Level Targets for Incentives,LAQ-16,PDF pages 41–42,Facility; district; state; national,Facility,,No reviewed main-registry crosswalk yet,https://www.nhm.gov.in/New_Updates_2018/NHM_Components/RMNCH_MH_Guidelines/LaQshya-Guidelines.pdf
IND-RMNCHA2-059,80%and more OSCE scores or at least increment of 30% from baseline,Verbatim source-table label,Labour room and maternity OT quality,,Index,percentage score,Source-defined assessment or summary statistic,Staff assessed using OSCE,LaQshya — Labour Room Quality Improvement Initiative,Annexure C: Facility Level Targets for Incentives,LAQ-17,PDF pages 41–42,Facility; district; state; national,Facility,,No reviewed main-registry crosswalk yet,https://www.nhm.gov.in/New_Updates_2018/NHM_Components/RMNCH_MH_Guidelines/LaQshya-Guidelines.pdf
IND-RMNCHA2-060,Facility conducts referral audit on Monthly basis,Verbatim source-table label,Labour room and maternity OT quality,,Index,monthly compliance status,Source-defined assessment or summary statistic,Facility-months assessed,LaQshya — Labour Room Quality Improvement Initiative,Annexure C: Facility Level Targets for Incentives,LAQ-18,PDF pages 41–42,Facility; district; state; national,Facility,,No reviewed main-registry crosswalk yet,https://www.nhm.gov.in/New_Updates_2018/NHM_Components/RMNCH_MH_Guidelines/LaQshya-Guidelines.pdf
IND-RMNCHA2-061,"Facility conducts Maternal death, Neonatal death and near-miss on monthly basis",Verbatim source-table label,Labour room and maternity OT quality,,Index,monthly compliance status,Source-defined assessment or summary statistic,Facility-months assessed,LaQshya — Labour Room Quality Improvement Initiative,Annexure C: Facility Level Targets for Incentives,LAQ-19,PDF pages 41–42,Facility; district; state; national,Facility,,No reviewed main-registry crosswalk yet,https://www.nhm.gov.in/New_Updates_2018/NHM_Components/RMNCH_MH_Guidelines/LaQshya-Guidelines.pdf
IND-RMNCHA2-062,Facility report zero stock outs in Labour Room & Maternity OT,Verbatim source-table label,Labour room and maternity OT quality,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Tracer items/stock-reporting periods assessed,LaQshya — Labour Room Quality Improvement Initiative,Annexure C: Facility Level Targets for Incentives,LAQ-20,PDF pages 41–42,Facility; district; state; national,Facility,,No reviewed main-registry crosswalk yet,https://www.nhm.gov.in/New_Updates_2018/NHM_Components/RMNCH_MH_Guidelines/LaQshya-Guidelines.pdf
IND-RMNCHA2-063,Reduction in malnutrition and IDA among adolescents,Verbatim source-table label,Adolescent health goals,,Index,directional trend,Source-defined assessment or summary statistic,Population specified by the underlying survey or assessment,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",GOAL-01,PDF pages 22–26,National; state; district,District,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-064,Decline in age specific fertility rate among adolescent girls (15-19 yrs),Verbatim source-table label,Adolescent health goals,,Index,directional trend,Source-defined assessment or summary statistic,Population specified by the underlying survey or assessment,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",GOAL-02,PDF pages 22–26,National; state; district,District,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-065,Reduction in proportion of maternal death contributed by 15-19 years age group,Verbatim source-table label,Adolescent health goals,,Index,directional trend,Source-defined assessment or summary statistic,Population specified by the underlying survey or assessment,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",GOAL-03,PDF pages 22–26,National; state; district,District,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-066,Decline in HIV prevalence among adolescents,Verbatim source-table label,Adolescent health goals,,Index,directional trend,Source-defined assessment or summary statistic,Population specified by the underlying survey or assessment,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",GOAL-04,PDF pages 22–26,National; state; district,District,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-067,Decline in experience of violence among adolescents,Verbatim source-table label,Adolescent health goals,,Index,directional trend,Source-defined assessment or summary statistic,Population specified by the underlying survey or assessment,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",GOAL-05,PDF pages 22–26,National; state; district,District,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-068,Decline in prevalence of serious Mental Health Problems among adolescents,Verbatim source-table label,Adolescent health goals,,Index,directional trend,Source-defined assessment or summary statistic,Population specified by the underlying survey or assessment,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",GOAL-06,PDF pages 22–26,National; state; district,District,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-069,Decline in substance misuse among adolescents,Verbatim source-table label,Adolescent health goals,,Index,directional trend,Source-defined assessment or summary statistic,Population specified by the underlying survey or assessment,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",GOAL-07,PDF pages 22–26,National; state; district,District,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-070,Decline in incidence of NCDs among adolescents,Verbatim source-table label,Adolescent health goals,,Index,directional trend,Source-defined assessment or summary statistic,Population specified by the underlying survey or assessment,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",GOAL-08,PDF pages 22–26,National; state; district,District,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-071,"Improvement in healthy life styles among adolescents (Diet, exercise etc.)",Verbatim source-table label,Adolescent health goals,,Index,directional trend,Source-defined assessment or summary statistic,Population specified by the underlying survey or assessment,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",GOAL-09,PDF pages 22–26,National; state; district,District,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-072,Percentage of adolescents who are thin (BMI <18.5 kg/m2),Verbatim source-table label,Nutrition,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Adolescents assessed,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",1.1,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-073,Percentage of adolescents who are overweight/obese (BMI >25.0 kg/m2),Verbatim source-table label,Nutrition,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Adolescents assessed,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",1.2,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-074,Percentage of adolescents with correct knowledge on balanced diet and nutritional deficiencies,Verbatim source-table label,Nutrition,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Adolescents assessed,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",1.3,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-075,"Percentage of care-givers such as ANMs, ASHAs, AWWs, teachers, peer educators and parents, having correct knowledge on balanced diet and nutritional deficiencies",Verbatim source-table label,Nutrition,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Care-givers assessed,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",1.4,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-076,Percentage of adolescents with any anaemia (<12.0 g/dl),Verbatim source-table label,Anaemia,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Adolescents tested for haemoglobin,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",2.1,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-077,Percentage of adolescents with severe anaemia (<7.0 g/dl),Verbatim source-table label,Anaemia,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Adolescents tested for haemoglobin,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",2.2,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-078,"Percentage of care givers such as ANMs, ASHAs, AWWs, teachers, peer educators, ASHA and parents having correct knowledge on iron rich foods",Verbatim source-table label,Anaemia,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Care-givers assessed,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",2.3,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-079,Percentage of adolescents having correct knowledge on iron-rich foods,Verbatim source-table label,Anaemia,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Adolescents assessed,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",2.4,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-080,Percentage of adolescents given 4-5 IFA tablets per month,Verbatim source-table label,Anaemia,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Adolescents eligible for WIFS in the reporting month,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",2.5,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-081,"Percentage of married adolescents reporting unmet need for contraceptives (separately for spacing, limiting and total)",Verbatim source-table label,Sexual and reproductive health,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Married adolescents assessed,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",3.1,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-082,Contraceptive prevalence rate among married adolescents,Verbatim source-table label,Sexual and reproductive health,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Married adolescents assessed,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",3.2,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-083,Percentage of adolescents who used condom during first sexual intercourse,Verbatim source-table label,Sexual and reproductive health,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Adolescents reporting first sexual intercourse,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",3.3,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-084,Percentage of adolescents aged 15-19 who had sexual debut before age 18,Verbatim source-table label,Sexual and reproductive health,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Adolescents aged 15–19 assessed,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",3.4,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-085,Percentage of adolescents correctly reporting that a woman can get pregnant at first sex if not used any contraception,Verbatim source-table label,Sexual and reproductive health,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Adolescents assessed,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",3.5,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-086,Percentage of adolescents aged 15–19 with knowledge of at least one modern method of contraception,Verbatim source-table label,Sexual and reproductive health,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Adolescents aged 15–19 assessed,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",3.6,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-087,Percentage of adolescents with comprehensive knowledge about HIV/AIDS,Verbatim source-table label,Sexual and reproductive health,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Adolescents assessed,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",3.7,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-088,Percentage of adolescents aware of at least one symptom of RTI/STI,Verbatim source-table label,Sexual and reproductive health,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Adolescents assessed,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",3.8,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-089,"Percentage of care-givers such as AWWs, teachers, peer educators, ASHAs and parents, who have correct knowledge of adolescent SRH management",Verbatim source-table label,Sexual and reproductive health,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Care-givers assessed,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",3.9,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-090,"Percentage of adolescents accessing adolescent clinics for RTI/STI, abortion and puberty related problems",Verbatim source-table label,Sexual and reproductive health,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Adolescents in the relevant programme population,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",3.10,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-091,Percentage of adolescent girls aware of benefits of menstrual hygiene,Verbatim source-table label,Menstrual hygiene,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Adolescent girls assessed,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",3.11,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-092,Percentage of adolescent girls using disposable sanitary napkins or washed and sun-dried cloth,Verbatim source-table label,Menstrual hygiene,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Adolescent girls assessed,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",3.12,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-093,Percentage of adolescents married in age group 15–19,Verbatim source-table label,Teenage pregnancy,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Adolescents aged 15–19 assessed,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",4.1,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-094,Percentage of married adolescents aged 15-19 who have begun childbearing (either had a live births or pregnant with first child),Verbatim source-table label,Teenage pregnancy,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Married adolescents aged 15–19 assessed,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",4.2,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-095,Median Age at first Marriage,Verbatim source-table label,Teenage pregnancy,,Index,years,Source-defined assessment or summary statistic,Ever-married respondents assessed,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",4.3,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-096,Age-specific fertility rates (15-19 years),Verbatim source-table label,Teenage pregnancy,,Rate per population,"births per 1,000 women aged 15–19","(numerator ÷ denominator) × 1,000",Women aged 15–19,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",4.4,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-097,Percentage of married adolescents aged 15-19 years using any modern method of contraception,Verbatim source-table label,Teenage pregnancy,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Married adolescents aged 15–19 assessed,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",4.5,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-098,Percentage of adolescents indicating positive attitude about delaying first conception after marriage,Verbatim source-table label,Teenage pregnancy,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Adolescents assessed,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",4.6,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-099,Percentage of married adolescent couples having comprehensive knowledge on risks of early pregnancy,Verbatim source-table label,Teenage pregnancy,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Married adolescent couples assessed,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",4.7,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-100,Percentage of parents/community leaders having correct knowledge of legal age at marriage and disadvantages of early child bearing,Verbatim source-table label,Teenage pregnancy,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Parents and community leaders assessed,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",4.8,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-101,Percentage of married adolescent couples accessing adolescent clinics for contraceptives or counselling on family planning services,Verbatim source-table label,Teenage pregnancy,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Married adolescent couples in the programme population,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",4.9,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-102,Percentage of pregnant adolescents who received antenatal care within the first trimester of pregnancy,Verbatim source-table label,Adolescent pregnancy care,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Pregnant adolescents assessed,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",5.1,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-103,Percentage of pregnant adolescents who received at least three antenatal care checkups,Verbatim source-table label,Adolescent pregnancy care,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Pregnant adolescents assessed,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",5.2,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
