occurrenceId,schemaId,columnOrdinal,moduleCode,moduleTitle,sourceCode,exactSourceLabel,canonicalElementId,canonicalElementLabel,matchMethod,labelRelation,moduleCompatibility,codeAlignment,canonicalObservedCodes,reconciliationStatus,reviewBasis,reviewStatus,candidateElementId
HMIS-RPTCOL-JH-0140,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,140,M5,Anaemia Mukt Bharat,5.2.3.c,Number of anaemic out of school adolescent girls (10-19 years) put on treatment,HMIS-DE-0286,Number of anaemic out of school adolescent girls (10-19 years) put on treatment,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,4.2.3.c; 5.2.3.c,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0141,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,141,M5,Anaemia Mukt Bharat,5.2.3.d,Number of anaemic in-school adolescent boys (10-19 years) put on treatment,HMIS-DE-0282,Number of anaemic in-school adolescent boys (10-19 years) put on treatment,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,4.2.3.d; 5.2.3.d,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0142,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,142,M5,Anaemia Mukt Bharat,5.2.3.e,Number of anaemic lactating mothers (of 0-6 months old child) put on treatment,HMIS-DE-0285,Number of anaemic lactatingmothers (of 0-6 months old child) put on treatment,Deterministic normalized-label match,Controlled normalized equivalent,Compatible,Existing observed code,4.2.3.e; 5.2.3.e,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0143,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,143,M5,Anaemia Mukt Bharat,5.2.3.f,"Number of anaemic women of reproductive age (non-pregnant, non-lactating) (20-49 years) put on treatment",HMIS-DE-0288,"Number of anaemic women of reproductive age (non-pregnant, non-lactating) (20-49 years) put on treatment",Deterministic normalized-label match,Exact source label,Compatible,New report-schema code occurrence,4.2.3.f,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0144,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,144,M5,Anaemia Mukt Bharat,5.2.4.a,Number of lactating mothers (of 0-6 months old child) diagnosed with severe anaemia and put on treatment,HMIS-DE-0394,Number of lactatingmothers (of 0-6 months old child) diagnosed with severe anaemia and put on treatment,Deterministic normalized-label match,Controlled normalized equivalent,Compatible,Existing observed code,5.1.a; 5.2.4.a,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0145,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,145,M6,Post Natal Care (PNC),6.1,"In case of home delivery, number of women receiving 1st Postpartum checkups within 48 hours",HMIS-DE-0151,"In case of home delivery, number of women receiving 1st Postpartum checkups within 48 hours",Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,5.1; 6.1,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0146,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,146,M6,Post Natal Care (PNC),6.2,Number of women receiving Postpartum checkup between 48 hours and 14 days after Institutional delivery,HMIS-DE-0531,Number of women receiving Postpartum checkup between 48 hours and 14 days after Institutional delivery,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,5.2; 6.2,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0147,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,147,M6,Post Natal Care (PNC),6.3,Number of mothers provided full course of 180 IFA tablets after delivery,HMIS-DE-0421,Number of mothers provided full course of 180 IFA tablets after delivery,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,5.3; 6.3,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0148,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,148,M6,Post Natal Care (PNC),6.4,Number of mothers provided full course 360 Calcium tablets after delivery,HMIS-DE-0420,Number of mothers provided full course 360 Calcium tablets after delivery,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,5.4; 6.4,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0149,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,149,M6,Post Natal Care (PNC),6.5,Total No of High Risk Mothers identified during Post Natal Period,HMIS-DE-0637,Total No of High Risk Mothers identified during Post Natal Period,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,5.5; 6.5,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0150,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,150,M6,Post Natal Care (PNC),6.6,Out of above identified number of High Risk Mothers managed (including referred in cases),HMIS-DE-0537,Out of above identified number of High Risk Mothers managed (including referred in cases),Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,5.6; 6.6,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0151,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,151,M7,Sexually Transmitted Infections/Reproductive Tract Infections (STI/RTI) Cases,7.1.1,Number of males assessed for STI/RTI,HMIS-DE-0402,Number of males assessed for STI/RTI,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,6.1.1; 7.1.1,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0152,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,152,M7,Sexually Transmitted Infections/Reproductive Tract Infections (STI/RTI) Cases,7.1.1.a,"Out of the above, number of males diagnosed with STI/RTI",HMIS-DE-0567,"Out of the above, number of males diagnosed with STI/RTI",Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,6.1.1.a; 7.1.1.a,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0153,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,153,M7,Sexually Transmitted Infections/Reproductive Tract Infections (STI/RTI) Cases,7.1.1.b,"Out of the above, number of males treated for STI/RTI",HMIS-DE-0569,"Out of the above, number of males treated for STI/RTI",Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,6.1.1.b; 7.1.1.b,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0154,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,154,M7,Sexually Transmitted Infections/Reproductive Tract Infections (STI/RTI) Cases,7.1.2,Number of females (all females) assessed for STI/RTI,HMIS-DE-0355,Number of females (all females) assessed for STI/RTI,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,6.1.2; 7.1.2,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0155,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,155,M7,Sexually Transmitted Infections/Reproductive Tract Infections (STI/RTI) Cases,7.1.2.a,"Out of the above, number of females (all females) diagnosed with STI/RTI",HMIS-DE-0559,"Out of the above, number of females (all females) diagnosed with STI/RTI",Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,6.1.2.a; 7.1.2.a,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0156,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,156,M7,Sexually Transmitted Infections/Reproductive Tract Infections (STI/RTI) Cases,7.1.2.b,"Out of the above, number of females (all females) treated for STI/RTI",HMIS-DE-0560,"Out of the above, number of females (all females) treated for STI/RTI",Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,6.1.2.b; 7.1.2.b,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0157,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,157,M7,Sexually Transmitted Infections/Reproductive Tract Infections (STI/RTI) Cases,7.1.3,Number of H/TG assessed for STI/RTI,HMIS-DE-0365,Number of H/TG assessed for STI/RTI,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,6.1.3; 7.1.3,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0158,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,158,M7,Sexually Transmitted Infections/Reproductive Tract Infections (STI/RTI) Cases,7.1.3.a,"Out of the above, number of H/TG people diagnosed with STI/RTI",HMIS-DE-0563,"Out of the above, number of H/TG people diagnosed with STI/RTI",Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,6.1.3.a; 7.1.3.a,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0159,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,159,M7,Sexually Transmitted Infections/Reproductive Tract Infections (STI/RTI) Cases,7.1.3.b,"Out of the above, number of H/TG people treated for STI/RTI",HMIS-DE-0565,"Out of the above, number of H/TG people treated for STI/RTI",Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,6.1.3.b; 7.1.3.b,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0160,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,160,M8,Family Planning,8.1.1,Number of Non Scalpel Vasectomy (NSV) / Conventional Vasectomy conducted,HMIS-DE-0435,Number of Non Scalpel Vasectomy (NSV) / Conventional Vasectomy conducted,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,8.1.1,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0161,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,161,M8,Family Planning,8.2.1,Number of Laparoscopic sterilizations (excluding post-abortion) conducted,HMIS-DE-0397,Number of Laparoscopic sterilizations (excluding post-abortion) conducted,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,8.2.1,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0162,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,162,M8,Family Planning,8.2.2,Number of Interval sterilizations (Mini-lap/Conventional) (other than post-partum and post abortion) conducted,HMIS-DE-0391,Number of Interval sterilizations (Mini-lap/Conventional) (other than post-partum and post abortion) conducted,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,8.2.2,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0163,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,163,M8,Family Planning,8.2.3,Number of Postpartum sterilizations (within 7 days of delivery by minilap or concurrent with caesarean section) conducted,HMIS-DE-0456,Number of Postpartum sterilizations (within 7 days of delivery by minilap or concurrent with caesarean section) conducted,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,8.2.3,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0164,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,164,M8,Family Planning,8.2.4,Number of Post-abortion sterilizations (within 7 days of spontaneous or surgical abortion) conducted,HMIS-DE-0453,Number of Post-abortion sterilizations (within 7 days of spontaneous or surgical abortion) conducted,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,8.2.4,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0165,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,165,M8,Family Planning,8.3,Number of Interval IUCD Insertions (excluding PPIUCD and PAIUCD),HMIS-DE-0390,Number of Interval IUCD Insertions (excluding PPIUCD and PAIUCD),Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,7.1; 8.3,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0166,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,166,M8,Family Planning,8.4,Number of Postpartum (within 48 hours of delivery) IUCD insertions,HMIS-DE-0455,Number of Postpartum (within 48 hours of delivery) IUCD insertions,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,7.2; 8.4,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0167,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,167,M8,Family Planning,8.5,Number of Post-abortion (within 12 days of spontaneous or surgical abortion) IUCD insertions,HMIS-DE-0452,Number of Post-abortion (within 12 days of Spontaneous or surgical abortion) IUCD insertions,Deterministic normalized-label match,Controlled normalized equivalent,Compatible,Existing observed code,8.5,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0168,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,168,M8,Family Planning,8.6,Number of IUCD Removals,HMIS-DE-0392,Number of IUCD Removals,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,7.3; 8.6,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0169,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,169,M8,Family Planning,8.7,Number of complications following IUCD Insertion,HMIS-DE-0329,Number of complications following IUCD Insertion,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,7.4; 8.7,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0170,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,170,M8,Family Planning,8.8.1,Injectable Contraceptive MPA (Intra Muscular) - First Dose,HMIS-DE-0161,Injectable Contraceptive MPA (Intra Muscular) - First Dose,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,7.5.1; 8.8.1,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0171,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,171,M8,Family Planning,8.8.2,Injectable Contraceptive MPA (Sub Cutaneous) - First Dose,HMIS-DE-0165,Injectable Contraceptive MPA (Sub Cutaneous) - First Dose,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,7.5.2; 8.8.2,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0172,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,172,M8,Family Planning,8.9.1,Injectable Contraceptive MPA (Intra Muscular) - Second Dose,HMIS-DE-0163,Injectable Contraceptive MPA (Intra Muscular) - Second Dose,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,7.6.1; 8.9.1,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0173,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,173,M8,Family Planning,8.9.2,Injectable Contraceptive MPA (Sub Cutaneous)- Second Dose,HMIS-DE-0167,Injectable Contraceptive MPA (Sub Cutaneous)- Second Dose,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,7.6.2; 8.9.2,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0174,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,174,M8,Family Planning,8.10.1,Injectable Contraceptive MPA (Intra Muscular) - Third Dose,HMIS-DE-0164,Injectable Contraceptive MPA (Intra Muscular) - Third Dose,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,7.7.1; 8.10.1,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0175,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,175,M8,Family Planning,8.10.2,Injectable Contraceptive MPA (Sub Cutaneous)- Third Dose,HMIS-DE-0168,Injectable Contraceptive MPA (Sub Cutaneous)- Third Dose,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,7.7.2; 8.10.2,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0176,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,176,M8,Family Planning,8.11.1,Injectable Contraceptive MPA (Intra Muscular) - Fourth and above Dose,HMIS-DE-0162,Injectable Contraceptive MPA (Intra Muscular) - Fourth and above Dose,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,7.8.1; 8.11.1,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0177,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,177,M8,Family Planning,8.11.2,Injectable Contraceptive MPA (Sub Cutaneous)- Fourth and above Dose,HMIS-DE-0166,Injectable Contraceptive MPA (Sub Cutaneous)- Fourth and above Dose,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,7.8.2; 8.11.2,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0178,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,178,M8,Family Planning,8.12,Number of Combined Oral Pill cycles distributed to the beneficiary,HMIS-DE-0328,Number of Combined Oral Pill cycles distributed to the beneficiary,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,7.9; 8.12,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0179,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,179,M8,Family Planning,8.13,Number of Condom pieces distributed to the beneficiary,HMIS-DE-0330,Number of Condom pieces distributed to the beneficiary,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,7.10; 8.13,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0180,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,180,M8,Family Planning,8.14,Number of Centchroman (weekly) pill strips distributed to the beneficiary,HMIS-DE-0302,Number of Centchroman (weekly) pill strips distributed to the beneficiary,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,7.11; 8.14,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0181,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,181,M8,Family Planning,8.15,Number of Emergency Contraceptive Pills (ECP) given to the beneficiary,HMIS-DE-0354,Number of Emergency Contraceptive Pills (ECP) given to the beneficiary,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,7.12; 8.15,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0182,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,182,M8,Family Planning,8.16,Number of Pregnancy Test Kits (PTK) utilized,HMIS-DE-0460,Number of Pregnancy Test Kits (PTK) utilized,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,7.13; 8.16,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0183,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,183,M8,Family Planning,8.17.1,No. of Subdermal Contraceptive Implant inserted,HMIS-DE-0272,No. of Subdermal Contraceptive Implant inserted,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,7.14.1; 8.17.1,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0184,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,184,M8,Family Planning,8.17.2,No. of Subdermal Contraceptive Implant removed,HMIS-DE-0273,No. of Subdermal Contraceptive Implant removed,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,7.14.2; 8.17.2,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0185,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,185,M8,Family Planning,8.18.1,Complications following male sterilization,HMIS-DE-0094,Complications followingmale sterilization,Deterministic normalized-label match,Controlled normalized equivalent,Compatible,Existing observed code,7.15.1; 8.18.1,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0186,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,186,M8,Family Planning,8.18.2,Complications following female sterilization,HMIS-DE-0093,Complications following female sterilization,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,7.15.2; 8.18.2,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0187,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,187,M8,Family Planning,8.18.3,Failures following male sterilization,HMIS-DE-0132,Failures followingmale sterilization,Deterministic normalized-label match,Controlled normalized equivalent,Compatible,Existing observed code,8.18.3,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0188,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,188,M8,Family Planning,8.18.4,Failures following female sterilization,HMIS-DE-0131,Failures following female sterilization,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,8.18.4,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0189,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,189,M8,Family Planning,8.18.5,Deaths following male sterilization,HMIS-DE-0101,Deaths followingmale sterilization,Deterministic normalized-label match,Controlled normalized equivalent,Compatible,Existing observed code,8.18.5,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0190,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,190,M8,Family Planning,8.18.6,Deaths following female sterilization,HMIS-DE-0100,Deaths following female sterilization,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,8.18.6,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0191,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,191,M8,Family Planning,8.19.1,Number of cases of Female Sterilization followed up (after 1 month or on the resumption of her menstrual cycle whichever is earlier),HMIS-DE-0299,Number of cases of Female Sterilization followed up (after 1 month or on the resumption of her menstrual cycle whichever is earlier),Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,8.19.1,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0192,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,192,M8,Family Planning,8.19.2,Number of cases of Male Sterilization followed up (after 3 months),HMIS-DE-0300,Number of cases of Male Sterilization followed up (after 3 months),Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,8.19.2,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0193,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,193,M9,CHILD IMMUNISATION,9.1.1,Child immunisation - Vitamin K (Birth Dose),HMIS-DE-0065,Child immunisation - Vitamin K (Birth Dose),Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,8.1.1; 9.1.1,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0194,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,194,M9,CHILD IMMUNISATION,9.1.2,Child immunisation - BCG,HMIS-DE-0036,Child immunisation - BCG,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,8.1.2; 9.1.2,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0195,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,195,M9,CHILD IMMUNISATION,9.1.3,Child immunisation - Pentavalent 1,HMIS-DE-0056,Child immunisation - Pentavalent 1,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,8.1.3; 9.1.3,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0196,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,196,M9,CHILD IMMUNISATION,9.1.4,Child immunisation - Pentavalent 2,HMIS-DE-0057,Child immunisation - Pentavalent 2,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,8.1.4; 9.1.4,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0197,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,197,M9,CHILD IMMUNISATION,9.1.5,Child immunisation - Pentavalent 3,HMIS-DE-0058,Child immunisation - Pentavalent 3,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,8.1.5; 9.1.5,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
