occurrenceId,sourceCode,sourceLabel,canonicalElementId,reportFacilityApplicability,reportFormatApplicability,reportServiceContext,canonicalCandidateFacilityTypes,applicabilityDecision,doubleCountingGuard
HMIS-RPTCOL-JH-0173,8.9.2,Injectable Contraceptive MPA (Sub Cutaneous)- Second Dose,HMIS-DE-0167,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0174,8.10.1,Injectable Contraceptive MPA (Intra Muscular) - Third Dose,HMIS-DE-0164,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0175,8.10.2,Injectable Contraceptive MPA (Sub Cutaneous)- Third Dose,HMIS-DE-0168,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0176,8.11.1,Injectable Contraceptive MPA (Intra Muscular) - Fourth and above Dose,HMIS-DE-0162,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0177,8.11.2,Injectable Contraceptive MPA (Sub Cutaneous)- Fourth and above Dose,HMIS-DE-0166,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0178,8.12,Number of Combined Oral Pill cycles distributed to the beneficiary,HMIS-DE-0328,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0179,8.13,Number of Condom pieces distributed to the beneficiary,HMIS-DE-0330,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0180,8.14,Number of Centchroman (weekly) pill strips distributed to the beneficiary,HMIS-DE-0302,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0181,8.15,Number of Emergency Contraceptive Pills (ECP) given to the beneficiary,HMIS-DE-0354,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0182,8.16,Number of Pregnancy Test Kits (PTK) utilized,HMIS-DE-0460,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0183,8.17.1,No. of Subdermal Contraceptive Implant inserted,HMIS-DE-0272,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0184,8.17.2,No. of Subdermal Contraceptive Implant removed,HMIS-DE-0273,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0185,8.18.1,Complications following male sterilization,HMIS-DE-0094,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0186,8.18.2,Complications following female sterilization,HMIS-DE-0093,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0187,8.18.3,Failures following male sterilization,HMIS-DE-0132,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0188,8.18.4,Failures following female sterilization,HMIS-DE-0131,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0189,8.18.5,Deaths following male sterilization,HMIS-DE-0101,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0190,8.18.6,Deaths following female sterilization,HMIS-DE-0100,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0191,8.19.1,Number of cases of Female Sterilization followed up (after 1 month or on the resumption of her menstrual cycle whichever is earlier),HMIS-DE-0299,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0192,8.19.2,Number of cases of Male Sterilization followed up (after 3 months),HMIS-DE-0300,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0193,9.1.1,Child immunisation - Vitamin K (Birth Dose),HMIS-DE-0065,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0194,9.1.2,Child immunisation - BCG,HMIS-DE-0036,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0195,9.1.3,Child immunisation - Pentavalent 1,HMIS-DE-0056,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0196,9.1.4,Child immunisation - Pentavalent 2,HMIS-DE-0057,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0197,9.1.5,Child immunisation - Pentavalent 3,HMIS-DE-0058,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0198,9.1.6,Child immunisation - OPV 0 (Birth Dose),HMIS-DE-0047,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0199,9.1.7,Child immunisation - OPV1,HMIS-DE-0050,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0200,9.1.8,Child immunisation - OPV2,HMIS-DE-0051,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0201,9.1.9,Child immunisation - OPV3,HMIS-DE-0052,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0202,9.1.10,Child immunisation - Hepatitis-B0 (Birth Dose),HMIS-DE-0042,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0203,9.1.11,Child immunisation - Inactivated Injectable Polio Vaccine 1 (IPV 1),HMIS-DE-0043,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0204,9.1.12,Child immunisation - Inactivated Injectable Polio Vaccine 2 (IPV 2),HMIS-DE-0044,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0205,9.1.13,Child immunisation - Rotavirus 1,HMIS-DE-0059,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0206,9.1.14,Child immunisation - Rotavirus 2,HMIS-DE-0060,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0207,9.1.15,Child immunisation - Rotavirus 3,HMIS-DE-0061,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0208,9.1.16,Child immunisation - PCV1,HMIS-DE-0054,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0209,9.1.17,Child immunisation - PCV2,HMIS-DE-0055,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0210,9.2.1,Child immunisation(9 - 11 months) - Inactivated Injectable Polio Vaccine 3 (IPV 3),HMIS-DE-0066,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0211,9.2.2,Child immunisation (9-11months) - Measles & Rubella (MR)/Measles containing vaccine(MCV) - 1st Dose,HMIS-DE-0034,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0212,9.2.3,Child immunisation (9-11months) - JE 1st dose,HMIS-DE-0033,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0213,9.2.4,Child immunisation - PCV Booster,HMIS-DE-0053,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0214,9.2.5.a,FULLY IMMUNIZED children aged between 9 and <12 months- Male,HMIS-DE-0136,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0215,9.2.5.b,FULLY IMMUNIZED children aged between 9 and <12 months- Female,HMIS-DE-0135,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0216,9.3.1,Child immunisation(after 12 months-delayed vaccination) - Measles & Rubella (MR)/Measles containing vaccine(MCV)- 1st Dose,HMIS-DE-0067,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0217,9.3.2,Child immunisation (after 12 months-delayed vaccination) - JE 1st dose,HMIS-DE-0035,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0218,9.3.3,Child immunisation - DPT 1 after 12 months of age (delayed vaccination),HMIS-DE-0037,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0219,9.3.4,Child immunisation - DPT 2 after 12 months of age (delayed vaccination),HMIS-DE-0039,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0220,9.3.5,Child immunisation - DPT 3 after 12 months of age (delayed vaccination),HMIS-DE-0040,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0221,9.3.6,Child immunisation - DPT Booster after 24 months of age (delayed vaccination),HMIS-DE-0041,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0222,9.3.7,Child immunisation - OPV Booster after 24 months of age (delayed vaccination),HMIS-DE-0049,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0223,9.3.8,Child immunisation - JE Booster after 24 months of age (delayed vaccination),HMIS-DE-0045,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0224,9.4.1,Child immunisation - Measles & Rubella (MR)/ Measles containing vaccine(MCV)- 2nd Dose (16-24 months),HMIS-DE-0046,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0225,9.4.2,Child immunisation - DPT 1st Booster,HMIS-DE-0038,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0226,9.4.3,Child immunisation - OPV Booster,HMIS-DE-0048,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0227,9.4.4,Number of children more than 16 months of age who received Japanese Encephalitis (JE) vaccine- 2nd dose (16-24 months),HMIS-DE-0321,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0228,9.5.1,Child Immunization- Typhoid,HMIS-DE-0068,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0229,9.5.2,Children more than 5 years received DPT5 (2nd Booster),HMIS-DE-0091,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0230,9.5.3,Children more than 10 years received Td10 (Tetanus Diptheria10),HMIS-DE-0089,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0231,9.5.4,Children more than 16 years received Td16 (Tetanus Diptheria16),HMIS-DE-0090,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0232,9.6.1,"Number of cases of AEFI -Minor (eg.- fever, rash, pain etc)",HMIS-DE-0298,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0233,9.6.2,"Number of cases of AEFI - Severe (eg.- anaphylaxis, fever>102 degrees, not requiring hospitalization etc.)",HMIS-DE-0297,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0234,9.6.3,"Number of cases of AEFI - Serious (eg.- hospitalization, death, disability , cluster etc.)",HMIS-DE-0296,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0235,9.6.3.a,"Out of Number of cases of AEFI - Serious , total number of AEFI deaths",HMIS-DE-0546,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0236,9.7.1,Immunisation sessions planned,HMIS-DE-0150,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
