lineageId,schemaId,occurrenceId,canonicalElementId,moduleCode,reportSourceCode,canonicalObservedCodes,codeRelationship,observedOn,action
HMIS-CODELINE-JH-105,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0141,HMIS-DE-0282,M5,5.2.3.d,4.2.3.d; 5.2.3.d,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-106,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0142,HMIS-DE-0285,M5,5.2.3.e,4.2.3.e; 5.2.3.e,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-107,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0143,HMIS-DE-0288,M5,5.2.3.f,4.2.3.f,New report-schema code occurrence,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-108,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0144,HMIS-DE-0394,M5,5.2.4.a,5.1.a; 5.2.4.a,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-109,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0145,HMIS-DE-0151,M6,6.1,5.1; 6.1,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-110,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0146,HMIS-DE-0531,M6,6.2,5.2; 6.2,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-111,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0147,HMIS-DE-0421,M6,6.3,5.3; 6.3,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-112,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0148,HMIS-DE-0420,M6,6.4,5.4; 6.4,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-113,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0149,HMIS-DE-0637,M6,6.5,5.5; 6.5,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-114,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0150,HMIS-DE-0537,M6,6.6,5.6; 6.6,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-115,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0151,HMIS-DE-0402,M7,7.1.1,6.1.1; 7.1.1,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-116,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0152,HMIS-DE-0567,M7,7.1.1.a,6.1.1.a; 7.1.1.a,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-117,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0153,HMIS-DE-0569,M7,7.1.1.b,6.1.1.b; 7.1.1.b,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-118,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0154,HMIS-DE-0355,M7,7.1.2,6.1.2; 7.1.2,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-119,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0155,HMIS-DE-0559,M7,7.1.2.a,6.1.2.a; 7.1.2.a,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-120,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0156,HMIS-DE-0560,M7,7.1.2.b,6.1.2.b; 7.1.2.b,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-121,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0157,HMIS-DE-0365,M7,7.1.3,6.1.3; 7.1.3,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-122,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0158,HMIS-DE-0563,M7,7.1.3.a,6.1.3.a; 7.1.3.a,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-123,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0159,HMIS-DE-0565,M7,7.1.3.b,6.1.3.b; 7.1.3.b,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-124,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0160,HMIS-DE-0435,M8,8.1.1,8.1.1,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-125,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0161,HMIS-DE-0397,M8,8.2.1,8.2.1,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-126,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0162,HMIS-DE-0391,M8,8.2.2,8.2.2,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-127,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0163,HMIS-DE-0456,M8,8.2.3,8.2.3,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-128,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0164,HMIS-DE-0453,M8,8.2.4,8.2.4,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-129,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0165,HMIS-DE-0390,M8,8.3,7.1; 8.3,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-130,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0166,HMIS-DE-0455,M8,8.4,7.2; 8.4,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-131,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0167,HMIS-DE-0452,M8,8.5,8.5,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-132,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0168,HMIS-DE-0392,M8,8.6,7.3; 8.6,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-133,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0169,HMIS-DE-0329,M8,8.7,7.4; 8.7,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-134,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0170,HMIS-DE-0161,M8,8.8.1,7.5.1; 8.8.1,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-135,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0171,HMIS-DE-0165,M8,8.8.2,7.5.2; 8.8.2,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-136,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0172,HMIS-DE-0163,M8,8.9.1,7.6.1; 8.9.1,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-137,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0173,HMIS-DE-0167,M8,8.9.2,7.6.2; 8.9.2,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-138,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0174,HMIS-DE-0164,M8,8.10.1,7.7.1; 8.10.1,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-139,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0175,HMIS-DE-0168,M8,8.10.2,7.7.2; 8.10.2,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-140,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0176,HMIS-DE-0162,M8,8.11.1,7.8.1; 8.11.1,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-141,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0177,HMIS-DE-0166,M8,8.11.2,7.8.2; 8.11.2,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-142,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0178,HMIS-DE-0328,M8,8.12,7.9; 8.12,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-143,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0179,HMIS-DE-0330,M8,8.13,7.10; 8.13,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-144,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0180,HMIS-DE-0302,M8,8.14,7.11; 8.14,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-145,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0181,HMIS-DE-0354,M8,8.15,7.12; 8.15,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-146,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0182,HMIS-DE-0460,M8,8.16,7.13; 8.16,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-147,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0183,HMIS-DE-0272,M8,8.17.1,7.14.1; 8.17.1,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-148,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0184,HMIS-DE-0273,M8,8.17.2,7.14.2; 8.17.2,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-149,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0185,HMIS-DE-0094,M8,8.18.1,7.15.1; 8.18.1,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-150,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0186,HMIS-DE-0093,M8,8.18.2,7.15.2; 8.18.2,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-151,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0187,HMIS-DE-0132,M8,8.18.3,8.18.3,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-152,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0188,HMIS-DE-0131,M8,8.18.4,8.18.4,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-153,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0189,HMIS-DE-0101,M8,8.18.5,8.18.5,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-154,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0190,HMIS-DE-0100,M8,8.18.6,8.18.6,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-155,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0191,HMIS-DE-0299,M8,8.19.1,8.19.1,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-156,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0192,HMIS-DE-0300,M8,8.19.2,8.19.2,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-157,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0193,HMIS-DE-0065,M9,9.1.1,8.1.1; 9.1.1,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-158,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0194,HMIS-DE-0036,M9,9.1.2,8.1.2; 9.1.2,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-159,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0195,HMIS-DE-0056,M9,9.1.3,8.1.3; 9.1.3,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-160,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0196,HMIS-DE-0057,M9,9.1.4,8.1.4; 9.1.4,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-161,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0197,HMIS-DE-0058,M9,9.1.5,8.1.5; 9.1.5,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-162,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0198,HMIS-DE-0047,M9,9.1.6,8.1.6; 9.1.6,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-163,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0199,HMIS-DE-0050,M9,9.1.7,8.1.7; 9.1.7,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-164,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0200,HMIS-DE-0051,M9,9.1.8,8.1.8; 9.1.8,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-165,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0201,HMIS-DE-0052,M9,9.1.9,8.1.9; 9.1.9,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-166,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0202,HMIS-DE-0042,M9,9.1.10,8.1.10; 9.1.10,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-167,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0203,HMIS-DE-0043,M9,9.1.11,8.1.11; 9.1.11,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-168,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0204,HMIS-DE-0044,M9,9.1.12,8.1.12; 9.1.12,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-169,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0205,HMIS-DE-0059,M9,9.1.13,8.1.13; 9.1.13,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-170,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0206,HMIS-DE-0060,M9,9.1.14,8.1.14; 9.1.14,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-171,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0207,HMIS-DE-0061,M9,9.1.15,8.1.15; 9.1.15,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-172,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0208,HMIS-DE-0054,M9,9.1.16,8.1.16; 9.1.16,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-173,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0209,HMIS-DE-0055,M9,9.1.17,8.1.17; 9.1.17,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-174,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0210,HMIS-DE-0066,M9,9.2.1,8.2.1; 9.2.1,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-175,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0211,HMIS-DE-0034,M9,9.2.2,8.2.2; 9.2.2,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-176,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0212,HMIS-DE-0033,M9,9.2.3,8.2.3; 9.2.3,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-177,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0213,HMIS-DE-0053,M9,9.2.4,8.2.4; 9.2.4,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-178,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0214,HMIS-DE-0136,M9,9.2.5.a,8.2.5.a; 9.2.5.a,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-179,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0215,HMIS-DE-0135,M9,9.2.5.b,8.2.5.b; 9.2.5.b,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-180,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0216,HMIS-DE-0067,M9,9.3.1,8.3.1; 9.3.1,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-181,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0217,HMIS-DE-0035,M9,9.3.2,8.3.2; 9.3.2,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-182,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0218,HMIS-DE-0037,M9,9.3.3,8.3.3; 9.3.3,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-183,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0219,HMIS-DE-0039,M9,9.3.4,8.3.4; 9.3.4,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-184,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0220,HMIS-DE-0040,M9,9.3.5,8.3.5; 9.3.5,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-185,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0221,HMIS-DE-0041,M9,9.3.6,8.3.6; 9.3.6,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-186,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0222,HMIS-DE-0049,M9,9.3.7,8.3.7; 9.3.7,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-187,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0223,HMIS-DE-0045,M9,9.3.8,8.3.8; 9.3.8,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-188,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0224,HMIS-DE-0046,M9,9.4.1,8.4.1; 9.4.1,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-189,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0225,HMIS-DE-0038,M9,9.4.2,8.4.2; 9.4.2,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-190,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0226,HMIS-DE-0048,M9,9.4.3,8.4.3; 9.4.3,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-191,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0227,HMIS-DE-0321,M9,9.4.4,8.4.4; 9.4.4,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-192,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0228,HMIS-DE-0068,M9,9.5.1,8.5.1; 9.5.1,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-193,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0229,HMIS-DE-0091,M9,9.5.2,8.5.2; 9.5.2,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-194,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0230,HMIS-DE-0089,M9,9.5.3,8.5.3; 9.5.3,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-195,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0231,HMIS-DE-0090,M9,9.5.4,8.5.4; 9.5.4,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-196,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0232,HMIS-DE-0298,M9,9.6.1,8.6.1; 9.6.1,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-197,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0233,HMIS-DE-0297,M9,9.6.2,8.6.2; 9.6.2,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-198,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0234,HMIS-DE-0296,M9,9.6.3,8.6.3; 9.6.3,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-199,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0235,HMIS-DE-0546,M9,9.6.3.a,8.6.3.a; 9.6.3.a,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-200,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0236,HMIS-DE-0150,M9,9.7.1,8.7.1; 9.7.1,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-201,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0237,HMIS-DE-0149,M9,9.7.2,8.7.2; 9.7.2,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-202,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0238,HMIS-DE-0062,M9,9.8.1,8.8.1; 9.8.1,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-203,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0239,HMIS-DE-0063,M9,9.8.2,8.8.2; 9.8.2,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-204,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0240,HMIS-DE-0064,M9,9.8.3,8.8.3; 9.7.3; 9.8.3,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-205,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0241,HMIS-DE-0078,M10,10.1.1,10.1.1,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-206,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0242,HMIS-DE-0070,M10,10.1.2,10.1.2,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-JH-207,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,HMIS-RPTCOL-JH-0243,HMIS-DE-0079,M10,10.1.3,10.1.3,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
