research_id,data_element_label,analytic_component,facility_types,module_titles,observed_source_codes,source_locations,source_version,provenance_status,currentness_note
HMIS-FORM-0197,IPD Deaths Male- Adults<60yrs,Tuberculosis services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,National TB Elimination Programme (NTEP); Patient Services,13.3.4.b; 14.3.4.b,CHC p.13; Civil Hospital / SDH p.13; District Hospital p.12; HWC-PHC p.13; Medical College p.10,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0198,IPD Deaths Male- Children<18yrs,Tuberculosis services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,National TB Elimination Programme (NTEP); Patient Services,13.3.4.a; 14.3.4.a,CHC p.13; Civil Hospital / SDH p.13; District Hospital p.12; HWC-PHC p.13; Medical College p.10,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0199,IPD Discharge,Tuberculosis services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,National TB Elimination Programme (NTEP); Patient Services,13.3.2; 14.3.2,CHC p.12; Civil Hospital / SDH p.13; District Hospital p.12; HWC-PHC p.12; Medical College p.10,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0200,IPD Discharge Female- Adults<60yrs,Tuberculosis services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,National TB Elimination Programme (NTEP); Patient Services,13.3.2.d; 14.3.2.d,CHC p.12; Civil Hospital / SDH p.13; District Hospital p.12; HWC-PHC p.12; Medical College p.10,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0201,IPD Discharge Female- Children<18yrs,Tuberculosis services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,National TB Elimination Programme (NTEP); Patient Services,13.3.2.c; 14.3.2.c,CHC p.12; Civil Hospital / SDH p.13; District Hospital p.12; HWC-PHC p.12; Medical College p.10,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0202,IPD Discharge Geriatric->=60yrs,Tuberculosis services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,National TB Elimination Programme (NTEP); Patient Services,13.3.2.e; 14.3.2.e,CHC p.12; Civil Hospital / SDH p.13; District Hospital p.12; HWC-PHC p.12; Medical College p.10,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0203,IPD Discharge Male- Adults<60yrs,Tuberculosis services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,National TB Elimination Programme (NTEP); Patient Services,13.3.2.b; 14.3.2.b,CHC p.12; Civil Hospital / SDH p.13; District Hospital p.12; HWC-PHC p.12; Medical College p.10,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0204,IPD Discharge Male- Children<18yrs,Tuberculosis services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,National TB Elimination Programme (NTEP); Patient Services,13.3.2.a; 14.3.2.a,CHC p.12; Civil Hospital / SDH p.13; District Hospital p.12; HWC-PHC p.12; Medical College p.10,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0205,IPD Referred Female- Adults<60yrs,Tuberculosis services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,National TB Elimination Programme (NTEP); Patient Services,13.3.3.d; 14.3.3.d,CHC p.13; Civil Hospital / SDH p.13; District Hospital p.12; HWC-PHC p.12; Medical College p.10,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0206,IPD Referred Female- Children<18yrs,Tuberculosis services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,National TB Elimination Programme (NTEP); Patient Services,13.3.3.c; 14.3.3.c,CHC p.12; Civil Hospital / SDH p.13; District Hospital p.12; HWC-PHC p.12; Medical College p.10,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0207,IPD Referred Geriatric->=60yrs,Tuberculosis services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,National TB Elimination Programme (NTEP); Patient Services,13.3.3.e; 14.3.3.e,CHC p.13; Civil Hospital / SDH p.13; District Hospital p.12; HWC-PHC p.13; Medical College p.10,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0208,IPD Referred Male- Adults<60yrs,Tuberculosis services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,National TB Elimination Programme (NTEP); Patient Services,13.3.3.b; 14.3.3.b,CHC p.12; Civil Hospital / SDH p.13; District Hospital p.12; HWC-PHC p.12; Medical College p.10,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0209,IPD Referred Male- Children<18yrs,Tuberculosis services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,National TB Elimination Programme (NTEP); Patient Services,13.3.3.a; 14.3.3.a,CHC p.12; Civil Hospital / SDH p.13; District Hospital p.12; HWC-PHC p.12; Medical College p.10,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0210,IPD Referred Out,Tuberculosis services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,National TB Elimination Programme (NTEP); Patient Services,13.3.3; 14.3.3,CHC p.12; Civil Hospital / SDH p.13; District Hospital p.12; HWC-PHC p.12; Medical College p.10,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0211,Janani Shishu Suraksha Karyakram (JSSK),Tuberculosis services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,National TB Elimination Programme (NTEP); Patient Services,12.7; 13.11; 14.12,CHC p.14; Civil Hospital / SDH p.15; District Hospital p.14; HWC-PHC p.14; HWC-SC p.9; Medical College p.12,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0212,Kala Azar (RDT) - Tests Conducted,Vector-borne diseases,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,National Vector Borne Disease Control Programme (NVBDCP),11.2.1,CHC p.10; Civil Hospital / SDH p.10; District Hospital p.10; HWC-PHC p.10; Medical College p.8,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0213,Kala Azar Positive Cases,Vector-borne diseases,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,National Vector Borne Disease Control Programme (NVBDCP),11.2.2,CHC p.10; Civil Hospital / SDH p.10; District Hospital p.10; HWC-PHC p.10; Medical College p.8,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0214,Kala Azar- Rapid Diagnostic Test (RDT),STI/RTI services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,National Vector Borne Disease Control Programme (NVBDCP),11.2,CHC p.10; Civil Hospital / SDH p.10; District Hospital p.10; HWC-PHC p.10; Medical College p.8,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0215,Live Birth,Antenatal care and high-risk pregnancy,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Pregnancy outcome & details of new-born/children,3.1.1; 4.1.1,CHC p.4; Civil Hospital / SDH p.4; District Hospital p.4; HWC-PHC p.4; HWC-SC p.3; Medical College p.3,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0216,Live Birth - Female,Antenatal care and high-risk pregnancy,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Pregnancy outcome & details of new-born/children,3.1.1.b; 4.1.1.b,CHC p.4; Civil Hospital / SDH p.4; District Hospital p.4; HWC-PHC p.4; HWC-SC p.3; Medical College p.3,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0217,Live Birth - Male,Antenatal care and high-risk pregnancy,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Pregnancy outcome & details of new-born/children,3.1.1.a; 4.1.1.a,CHC p.4; Civil Hospital / SDH p.4; District Hospital p.4; HWC-PHC p.4; HWC-SC p.3; Medical College p.3,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0218,Lymphatic Filariasis,Vector-borne diseases,Civil Hospital / SDH; District Hospital; HWC-SC; Medical College,National Vector Borne Disease Control Programme (NVBDCP); National Vector Borne Disease Control Programme(NVBDCP),10.2; 11.5,Civil Hospital / SDH p.11; District Hospital p.10; HWC-SC p.8; Medical College p.8,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0219,"Major Surgeries excluding Obstetrics, Gynaecology and Ophthalmology",Tuberculosis services,Medical College,National TB Elimination Programme (NTEP),14.8.1.c,Medical College p.12,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0220,"Major Surgeries excluding Obstetrics, Gynaecology and Opthalmology",Patient services and utilization,CHC; Civil Hospital / SDH; District Hospital,Patient Services,14.8.1.c,CHC p.14; Civil Hospital / SDH p.14; District Hospital p.14,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0221,Malaria,Vector-borne diseases,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,National Vector Borne Disease Control Programme (NVBDCP); National Vector Borne Disease Control Programme(NVBDCP),10.1; 11.1,CHC p.10; Civil Hospital / SDH p.10; District Hospital p.9; HWC-PHC p.10; HWC-SC p.8; Medical College p.8,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0222,Malaria (Microscopy Tests ) - Mixed test positive,Vector-borne diseases,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,National Vector Borne Disease Control Programme (NVBDCP),11.1.1.d,CHC p.10; Civil Hospital / SDH p.10; District Hospital p.10; HWC-PHC p.10; Medical College p.8,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0223,Malaria (Microscopy Tests ) - Plasmodium Falciparum test positive,Vector-borne diseases,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,National Vector Borne Disease Control Programme (NVBDCP),11.1.1.c,CHC p.10; Civil Hospital / SDH p.10; District Hospital p.10; HWC-PHC p.10; Medical College p.8,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0224,Malaria (Microscopy Tests ) - Plasmodium Vivax test positive,Vector-borne diseases,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,National Vector Borne Disease Control Programme (NVBDCP),11.1.1.b,CHC p.10; Civil Hospital / SDH p.10; District Hospital p.10; HWC-PHC p.10; Medical College p.8,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0225,Malaria (RDT) - Mixed test positive,Vector-borne diseases,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,National Vector Borne Disease Control Programme (NVBDCP); National Vector Borne Disease Control Programme(NVBDCP),10.1.1.d; 11.1.2.d,CHC p.10; Civil Hospital / SDH p.10; District Hospital p.10; HWC-PHC p.10; HWC-SC p.8; Medical College p.8,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0226,Malaria (RDT) - Plasmodium Falciparum test positive,Vector-borne diseases,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,National Vector Borne Disease Control Programme (NVBDCP); National Vector Borne Disease Control Programme(NVBDCP),10.1.1.c; 11.1.2.c,CHC p.10; Civil Hospital / SDH p.10; District Hospital p.10; HWC-PHC p.10; HWC-SC p.8; Medical College p.8,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0227,Malaria (RDT) - Plasmodium Vivax test positive,Vector-borne diseases,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,National Vector Borne Disease Control Programme (NVBDCP); National Vector Borne Disease Control Programme(NVBDCP),10.1.1.b; 11.1.2.b,CHC p.10; Civil Hospital / SDH p.10; District Hospital p.10; HWC-PHC p.10; HWC-SC p.8; Medical College p.8,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0228,MALE STERILIZATION,Family planning,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Family Planning,8.1,CHC p.6; Civil Hospital / SDH p.6; District Hospital p.6; HWC-PHC p.6; Medical College p.5,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0229,Maternal Death in transit to be reported at Block level,Mortality and death review,Block Headquarters,Mortality Details,3.1.2,Block Headquarters p.2,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0230,Maternal Deaths at facility due to,Mortality and death review,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Details of deaths reported:,14.5; 15.5; 16.5,CHC p.19; Civil Hospital / SDH p.20; District Hospital p.19; HWC-PHC p.19; HWC-SC p.13; Medical College p.16,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0231,Medical Termination of Pregnancy (MTP),Antenatal care and high-risk pregnancy,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Pregnancy outcome & details of new-born/children,4.3,CHC p.4; Civil Hospital / SDH p.4; District Hospital p.4; HWC-PHC p.4; Medical College p.3,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0232,Microscopy Tests,Vector-borne diseases,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,National Vector Borne Disease Control Programme (NVBDCP),11.1.1,CHC p.10; Civil Hospital / SDH p.10; District Hospital p.9; HWC-PHC p.10; Medical College p.8,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0233,Minor Operations (No or local anaesthesia),Tuberculosis services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,National TB Elimination Programme (NTEP); Patient Services,13.8; 14.8.2,CHC p.14; Civil Hospital / SDH p.15; District Hospital p.14; HWC-PHC p.14; Medical College p.12,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0234,MRI (Inhouse),STI/RTI services,Civil Hospital / SDH; District Hospital; Medical College,Diagnostics,15.6.1.d.i,Civil Hospital / SDH p.19; District Hospital p.18; Medical College p.15,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0235,MTP more than 12 weeks of pregnancy,Antenatal care and high-risk pregnancy,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Pregnancy outcome & details of new-born/children,4.3.1.b,CHC p.4; Civil Hospital / SDH p.4; District Hospital p.4; HWC-PHC p.4; Medical College p.3,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0236,MTPs completed through Medical methods of abortion (MMA),Antenatal care and high-risk pregnancy,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Pregnancy outcome & details of new-born/children,4.3.1.c,CHC p.4; Civil Hospital / SDH p.4; District Hospital p.4; HWC-PHC p.4; Medical College p.3,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0237,National Viral Hepatitis Control Program (Diagnosis and Management of viral hepatitis),Tuberculosis services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,National TB Elimination Programme (NTEP); Patient Services,12.13; 13.18; 14.17; 14.19,CHC p.16; Civil Hospital / SDH p.16; District Hospital p.15; HWC-PHC p.15; HWC-SC p.10; Medical College p.13,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0238,Neonatal Deaths up to 4 weeks (0 to 28 days) due to,Mortality and death review,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Details of deaths reported:,14.2; 15.2; 16.2,CHC p.19; Civil Hospital / SDH p.19; District Hospital p.18; HWC-PHC p.18; HWC-SC p.12; Medical College p.16,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0239,Neonatal Deaths up to 4 weeks (0 to 28 days) due to Asphyxia,Mortality and death review,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Details of deaths reported:,14.2.2; 15.2.2; 16.2.2,CHC p.19; Civil Hospital / SDH p.19; District Hospital p.18; HWC-PHC p.18; HWC-SC p.12; Medical College p.16,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0240,Neonatal Deaths up to 4 weeks (0 to 28 days) due to complications of Prematurity,Mortality and death review,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Details of deaths reported:,14.2.3; 15.2.3; 16.2.3,CHC p.19; Civil Hospital / SDH p.19; District Hospital p.18; HWC-PHC p.18; HWC-SC p.12; Medical College p.16,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0241,Neonatal Deaths up to 4 weeks (0 to 28 days) due to Other causes,Mortality and death review,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Details of deaths reported:,14.2.4; 15.2.4; 16.2.4,CHC p.19; Civil Hospital / SDH p.19; District Hospital p.18; HWC-PHC p.18; HWC-SC p.12; Medical College p.16,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0242,Neonatal Deaths up to 4 weeks (0 to 28 days) due to Sepsis,Childhood illness,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Details of deaths reported:,14.2.1; 15.2.1; 16.2.1,CHC p.19; Civil Hospital / SDH p.19; District Hospital p.18; HWC-PHC p.18; HWC-SC p.12; Medical College p.16,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0243,New born deaths within 1 week (1 to 7 days) At Community (at home or home to facility transit),Newborn and pregnancy outcomes,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Details of deaths reported:,14.1.2.b; 15.1.2.b; 16.1.2.b,CHC p.18; Civil Hospital / SDH p.19; District Hospital p.18; HWC-PHC p.18; HWC-SC p.12; Medical College p.15,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0244,New born deaths within 1 week (1 to 7 days) at Facility/Facility to facility in transit,Newborn and pregnancy outcomes,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Details of deaths reported:,14.1.2.a; 15.1.2.a; 16.1.2.a,CHC p.18; Civil Hospital / SDH p.19; District Hospital p.18; HWC-PHC p.18; HWC-SC p.12; Medical College p.15,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0245,New born deaths within 24 hrs(1 to 23 Hrs 59 minutes) of birth at Facility/ Facility to facility in transit,Newborn and pregnancy outcomes,HWC-PHC,Details of deaths reported:,15.1.1.a,HWC-PHC p.18,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0246,New born deaths within 24 hrs(1 to 23 Hrs 59 minutes) of birth at Facility/Facility to facility in transit,Newborn and pregnancy outcomes,CHC; Civil Hospital / SDH; District Hospital; HWC-SC; Medical College,Details of deaths reported:,14.1.1.a; 16.1.1.a,CHC p.18; Civil Hospital / SDH p.19; District Hospital p.18; HWC-SC p.12; Medical College p.15,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0247,New born deaths within 24 hrs(1 to 23 Hrs 59 minutes) of birth in Community (at home or home to facility transit),Newborn and pregnancy outcomes,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Details of deaths reported:,14.1.1.b; 15.1.1.b; 16.1.1.b,CHC p.18; Civil Hospital / SDH p.19; District Hospital p.18; HWC-PHC p.18; HWC-SC p.12; Medical College p.15,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0248,New born deaths within 8 to 28 days At Community (at home or home to facility transit),Newborn and pregnancy outcomes,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Details of deaths reported:,14.1.3.b; 15.1.3.b; 16.1.3.b,CHC p.19; Civil Hospital / SDH p.19; District Hospital p.18; HWC-PHC p.18; HWC-SC p.12; Medical College p.15,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0249,New born deaths within 8 to 28 days at Facility/Facility to facility in transit,Newborn and pregnancy outcomes,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Details of deaths reported:,14.1.3.a; 15.1.3.a; 16.1.3.a,CHC p.18; Civil Hospital / SDH p.19; District Hospital p.18; HWC-PHC p.18; HWC-SC p.12; Medical College p.15,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0250,New Cases of Childhood Diseases (0-5 years) & Leprosy (0-14 years) Include new cases of OPD/IPD/Emergency,Leprosy services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Number of cases of Childhood Diseases,10.1; 9.1,CHC p.9; Civil Hospital / SDH p.9; District Hospital p.9; HWC-PHC p.9; HWC-SC p.8; Medical College p.7,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0251,New cases of PW with hypertension detected,Antenatal care and high-risk pregnancy,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Ante Natal Care (ANC) Services & High Risk Pregnancies,1.3.1,CHC p.1; Civil Hospital / SDH p.1; District Hospital p.1; HWC-PHC p.1; HWC-SC p.1; Medical College p.1,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0252,No. of AES cases tested for JE(IgM ELISA),Vector-borne diseases,Civil Hospital / SDH; District Hospital; Medical College,National Vector Borne Disease Control Programme (NVBDCP),11.4.1,Civil Hospital / SDH p.11; District Hospital p.10; Medical College p.8,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0253,No. of Childhood Leprosy cases (1-14) reported in a month,Leprosy services,District Headquarters,National Leprosy Eradication Programme (NLEP),4.2,District Headquarters p.2,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0254,No. of DIL women subjected to HIV test at Confirmatory Centre/Stand Alone-ICTC,STI/RTI services,CHC; Civil Hospital / SDH; District Hospital; Medical College,Diagnostics,15.3.3.g,CHC p.17; Civil Hospital / SDH p.18; District Hospital p.17; Medical College p.14,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
